WellName,X_m,Y_m,Z_m
44-21,321973,4383844,1199.81472
44-21,321973,4383844,1200.42432
44-21,321973,4383844,1201.03392
44-21,321973,4383844,1201.18632
44-21,321973,4383844,1202.40552
44-21,321973,4383844,1206.97752
44-21,321973,4383844,1203.62472
44-21,321973,4383844,1203.92952
44-21,321973,4383844,1203.77712
44-21,321973,4383844,1204.08192
44-21,321973,4383844,1206.82512
44-21,321973,4383844,1202.25312
44-21,321973,4383844,1205.14872
44-21,321973,4383844,1205.30112
44-21,321973,4383844,1198.90032
44-21,321973,4383844,1199.05272
44-21,321973,4383844,1199.20512
44-21,321973,4383844,1204.38672
44-21,321973,4383844,1204.23432
44-21,321973,4383844,1205.45352
44-21,321973,4383844,1201.64352
44-21,321973,4383844,1204.53912
44-21,321973,4383844,1204.69152
44-21,321973,4383844,1204.84392
44-21,321973,4383844,1204.99632
44-21,321973,4383844,1205.60592
44-21,321973,4383844,1201.79592
44-21,321973,4383844,1201.94832
44-21,321973,4383844,1202.10072
44-21,321973,4383844,1206.67272
44-21,321973,4383844,1193.10912
44-21,321973,4383844,1205.75832
44-21,321973,4383844,1206.52032
44-21,321973,4383844,1198.74792
44-21,321973,4383844,1205.91072
44-21,321973,4383844,1206.06312
44-21,321973,4383844,1206.36792
44-21,321973,4383844,1190.5488
44-21,321973,4383844,1190.7012
44-21,321973,4383844,1206.21552
44-21,321973,4383844,1190.244
44-21,321973,4383844,1190.3964
44-21,321973,4383844,1191.12792
44-21,321973,4383844,1191.28032
44-21,321973,4383844,1192.34712
44-21,321973,4383844,1192.49952
44-21,321973,4383844,1198.29072
44-21,321973,4383844,1190.8536
44-21,321973,4383844,1190.97552
44-21,321973,4383844,1192.19472
44-21,321973,4383844,1192.65192
44-21,321973,4383844,1193.26152
44-21,321973,4383844,1197.52872
44-21,321973,4383844,1197.68112
44-21,321973,4383844,1198.44312
44-21,321973,4383844,1198.59552
44-21,321973,4383844,1189.6344
44-21,321973,4383844,1191.43272
44-21,321973,4383844,1191.88992
44-21,321973,4383844,1191.73752
44-21,321973,4383844,1192.04232
44-21,321973,4383844,1192.95672
44-21,321973,4383844,1194.63312
44-21,321973,4383844,1194.78552
44-21,321973,4383844,1197.22392
44-21,321973,4383844,1197.37632
44-21,321973,4383844,1189.7868
44-21,321973,4383844,1191.58512
44-21,321973,4383844,1194.32832
44-21,321973,4383844,1194.48072
44-21,321973,4383844,1198.13832
44-21,321973,4383844,1192.80432
44-21,321973,4383844,1194.02352
44-21,321973,4383844,1194.17592
44-21,321973,4383844,1189.9392
44-21,321973,4383844,1190.0916
44-21,321973,4383844,1193.41392
44-21,321973,4383844,1193.56632
44-21,321973,4383844,1195.39512
44-21,321973,4383844,1195.54752
44-21,321973,4383844,1195.69992
44-21,321973,4383844,1193.71872
44-21,321973,4383844,1193.87112
44-21,321973,4383844,1194.93792
44-21,321973,4383844,1195.24272
44-21,321973,4383844,1195.85232
44-21,321973,4383844,1196.61432
44-21,321973,4383844,1188.8724
44-21,321973,4383844,1188.72
44-21,321973,4383844,1189.482
44-21,321973,4383844,1196.00472
44-21,321973,4383844,1196.76672
44-21,321973,4383844,1189.0248
44-21,321973,4383844,1189.1772
44-21,321973,4383844,1189.3296
44-21,321973,4383844,1195.09032
44-21,321973,4383844,1196.15712
44-21,321973,4383844,1196.46192
44-21,321973,4383844,1197.98592
44-21,321973,4383844,1197.83352
44-21,321973,4383844,1186.1292
44-21,321973,4383844,1188.5676
44-21,321973,4383844,1196.30952
44-21,321973,4383844,1183.8432
44-21,321973,4383844,1183.9956
44-21,321973,4383844,1186.2816
44-21,321973,4383844,1187.6532
44-21,321973,4383844,1187.8056
44-1,326954,4388718,1395.3744
44-21,321973,4383844,1183.2336
44-21,321973,4383844,1183.386
44-21,321973,4383844,1183.5384
44-21,321973,4383844,1183.6908
44-21,321973,4383844,1186.434
44-21,321973,4383844,1186.5864
44-21,321973,4383844,1197.07152
44-21,321973,4383844,1181.7096
44-21,321973,4383844,1182.9288
44-21,321973,4383844,1183.0812
44-21,321973,4383844,1186.7388
44-21,321973,4383844,1186.8912
44-21,321973,4383844,1181.5572
44-21,321973,4383844,1196.91912
44-21,321973,4383844,1181.862
44-21,321973,4383844,1182.3192
44-21,321973,4383844,1184.91
44-21,321973,4383844,1187.3484
44-21,321973,4383844,1187.5008
44-21,321973,4383844,1187.958
44-21,321973,4383844,1188.1104
44-21,321973,4383844,1188.2628
44-21,321973,4383844,1188.4152
44-21,321973,4383844,1177.8996
44-21,321973,4383844,1178.052
44-21,321973,4383844,1178.2044
44-21,321973,4383844,1181.2524
44-21,321973,4383844,1181.4048
44-21,321973,4383844,1182.0144
44-21,321973,4383844,1182.1668
44-21,321973,4383844,1184.7576
44-21,321973,4383844,1185.0624
44-21,321973,4383844,1179.1188
44-21,321973,4383844,1182.4716
44-21,321973,4383844,1182.7764
44-21,321973,4383844,1184.148
44-21,321973,4383844,1184.4528
44-21,321973,4383844,1184.6052
44-21,321973,4383844,1185.2148
44-21,321973,4383844,1185.9768
44-21,321973,4383844,1187.0436
44-21,321973,4383844,1187.196
44-21,321973,4383844,1177.7472
44-21,321973,4383844,1178.3568
44-21,321973,4383844,1178.6616
44-21,321973,4383844,1178.814
44-21,321973,4383844,1178.9664
44-21,321973,4383844,1181.1
44-21,321973,4383844,1182.624
44-21,321973,4383844,1185.3672
44-21,321973,4383844,1185.8244
44-21,321973,4383844,1178.5092
44-21,321973,4383844,1180.9476
44-21,321973,4383844,1184.3004
44-21,321973,4383844,1185.672
44-21,321973,4383844,1185.5196
44-21,321973,4383844,1179.2712
23-17 ST1,319954,4385546,1217.09688
44-21,321973,4383844,1172.1084
44-21,321973,4383844,1175.9184
44-21,321973,4383844,1177.1376
44-21,321973,4383844,1177.29
44-21,321973,4383844,1180.6428
44-21,321973,4383844,1180.7952
44-21,321973,4383844,1177.4424
44-21,321973,4383844,1177.5948
44-21,321973,4383844,1180.338
44-21,321973,4383844,1180.4904
44-21,321973,4383844,1176.0708
44-21,321973,4383844,1176.528
44-21,321973,4383844,1176.9852
44-21,321973,4383844,1176.6804
44-21,321973,4383844,1176.8328
44-21,321973,4383844,1179.4236
44-21,321973,4383844,1179.576
44-21,321973,4383844,1180.0332
44-21,321973,4383844,1180.1856
44-21,321973,4383844,1171.956
44-21,321973,4383844,1179.7284
44-21,321973,4383844,1179.8808
44-21,321973,4383844,1172.2608
44-21,321973,4383844,1175.766
44-21,321973,4383844,1176.2232
44-21,321973,4383844,1176.3756
44-21,321973,4383844,1172.4132
44-21,321973,4383844,1172.5656
44-21,321973,4383844,1172.718
44-21,321973,4383844,1172.8704
44-21,321973,4383844,1175.6136
44-21,321973,4383844,1171.8036
44-21,321973,4383844,1173.0228
44-21,321973,4383844,1173.1752
44-21,321973,4383844,1173.6324
44-21,321973,4383844,1173.7848
44-21,321973,4383844,1174.242
44-21,321973,4383844,1174.3944
44-21,321973,4383844,1174.8516
44-21,321973,4383844,1175.004
44-21,321973,4383844,1175.4612
44-21,321973,4383844,1171.6512
44-21,321973,4383844,1173.3276
44-21,321973,4383844,1173.48
44-21,321973,4383844,1173.9372
44-21,321973,4383844,1174.0896
44-21,321973,4383844,1174.5468
44-21,321973,4383844,1174.6992
44-21,321973,4383844,1175.1564
44-21,321973,4383844,1175.3088
44-21,321973,4383844,1161.4404
44-21,321973,4383844,1161.5928
44-21,321973,4383844,1171.4988
44-1,326954,4388718,1394.7648
44-21,321973,4383844,1161.7452
44-21,321973,4383844,1161.8976
44-21,321973,4383844,1163.7264
44-21,321973,4383844,1163.8788
44-21,321973,4383844,1164.0312
44-21,321973,4383844,1164.1836
44-21,321973,4383844,1166.0124
44-21,321973,4383844,1171.3464
44-21,321973,4383844,1161.1356
44-21,321973,4383844,1161.288
44-21,321973,4383844,1164.6408
44-21,321973,4383844,1164.7932
44-21,321973,4383844,1169.5176
44-21,321973,4383844,1162.05
44-21,321973,4383844,1165.4028
44-21,321973,4383844,1165.86
44-21,321973,4383844,1170.432
44-21,321973,4383844,1170.5844
44-21,321973,4383844,1162.3548
44-21,321973,4383844,1162.5072
44-21,321973,4383844,1163.574
44-21,321973,4383844,1164.336
44-21,321973,4383844,1164.4884
44-21,321973,4383844,1165.2504
44-21,321973,4383844,1165.5552
44-21,321973,4383844,1165.7076
44-21,321973,4383844,1169.3652
44-21,321973,4383844,1169.67
44-21,321973,4383844,1171.194
44-21,321973,4383844,1171.0416
44-21,321973,4383844,1162.2024
44-21,321973,4383844,1162.6596
44-21,321973,4383844,1163.4216
44-21,321973,4383844,1170.1272
44-21,321973,4383844,1170.2796
44-21,321973,4383844,1162.812
44-21,321973,4383844,1164.9456
44-21,321973,4383844,1165.098
44-21,321973,4383844,1167.8412
44-21,321973,4383844,1167.9936
44-21,321973,4383844,1168.6032
44-21,321973,4383844,1168.7556
44-21,321973,4383844,1168.908
44-21,321973,4383844,1169.0604
44-21,321973,4383844,1169.2128
44-21,321973,4383844,1170.7368
44-21,321973,4383844,1170.8892
44-21,321973,4383844,1160.526
44-21,321973,4383844,1160.6784
44-21,321973,4383844,1162.9644
44-21,321973,4383844,1163.2692
44-21,321973,4383844,1166.1648
44-21,321973,4383844,1167.5364
44-21,321973,4383844,1167.6888
44-21,321973,4383844,1168.4508
44-21,321973,4383844,1169.9748
44-21,321973,4383844,1157.0208
44-21,321973,4383844,1163.1168
44-21,321973,4383844,1168.146
44-21,321973,4383844,1168.2984
44-21,321973,4383844,1169.8224
44-21,321973,4383844,1160.9832
44-21,321973,4383844,1166.622
44-21,321973,4383844,1166.7744
44-21,321973,4383844,1167.2316
44-21,321973,4383844,1167.384
44-21,321973,4383844,1156.8684
44-21,321973,4383844,1157.1732
44-21,321973,4383844,1159.9164
44-21,321973,4383844,1160.8308
44-21,321973,4383844,1166.9268
44-21,321973,4383844,1167.0792
44-21,321973,4383844,1156.716
44-21,321973,4383844,1160.0688
44-21,321973,4383844,1159.764
44-21,321973,4383844,1160.3736
44-21,321973,4383844,1155.8016
44-21,321973,4383844,1156.5636
44-21,321973,4383844,1166.3172
44-21,321973,4383844,1166.4696
44-21,321973,4383844,1151.9916
44-21,321973,4383844,1155.954
44-21,321973,4383844,1156.1064
44-21,321973,4383844,1156.2588
44-21,321973,4383844,1157.3256
44-21,321973,4383844,1157.478
44-21,321973,4383844,1158.3924
44-21,321973,4383844,1158.5448
44-21,321973,4383844,1158.6972
44-21,321973,4383844,1159.6116
44-21,321973,4383844,1160.2212
44-21,321973,4383844,1151.8392
44-21,321973,4383844,1156.4112
44-21,321973,4383844,1158.24
44-21,321973,4383844,1158.8496
44-21,321973,4383844,1159.1544
44-21,321973,4383844,1159.3068
44-21,321973,4383844,1159.4592
44-21,321973,4383844,1153.2108
44-21,321973,4383844,1155.6492
44-21,321973,4383844,1157.6304
44-21,321973,4383844,1157.7828
44-21,321973,4383844,1159.002
44-21,321973,4383844,1152.144
44-21,321973,4383844,1153.3632
44-21,321973,4383844,1154.43
44-21,321973,4383844,1157.9352
44-21,321973,4383844,1158.0876
44-21,321973,4383844,1150.4676
44-21,321973,4383844,1150.3152
44-21,321973,4383844,1154.5824
44-1,326954,4388718,1394.1552
44-21,321973,4383844,1150.62
44-21,321973,4383844,1150.7724
44-21,321973,4383844,1153.0584
44-21,321973,4383844,1153.5156
44-21,321973,4383844,1153.668
44-21,321973,4383844,1154.1252
44-21,321973,4383844,1154.2776
44-21,321973,4383844,1151.6868
44-21,321973,4383844,1152.906
44-21,321973,4383844,1155.3444
44-21,321973,4383844,1155.4968
44-21,321973,4383844,1151.5344
44-21,321973,4383844,1152.2964
44-21,321973,4383844,1153.8204
44-21,321973,4383844,1153.9728
44-21,321973,4383844,1150.9248
44-21,321973,4383844,1151.0772
44-21,321973,4383844,1151.2296
44-21,321973,4383844,1151.382
44-21,321973,4383844,1152.4488
44-21,321973,4383844,1152.6012
44-21,321973,4383844,1152.7536
44-21,321973,4383844,1155.0396
44-21,321973,4383844,1155.192
44-21,321973,4383844,1154.7348
44-21,321973,4383844,1154.8872
44-1,326954,4388718,1393.5456
44-1,326954,4388718,1392.936
38-21,321756,4382936,1224.53396
38-21,321756,4382936,1224.68636
38-21,321756,4382936,1224.83876
38-21,321756,4382936,1224.99116
38-21,321756,4382936,1225.14356
38-21,321756,4382936,1225.29596
38-21,321756,4382936,1226.66756
38-21,321756,4382936,1227.27716
38-21,321756,4382936,1226.81996
38-21,321756,4382936,1226.97236
38-21,321756,4382936,1227.12476
38-21,321756,4382936,1224.38156
38-21,321756,4382936,1226.51516
38-21,321756,4382936,1230.62996
38-21,321756,4382936,1230.78236
38-21,321756,4382936,1230.47756
38-21,321756,4382936,1223.77196
38-21,321756,4382936,1223.92436
38-21,321756,4382936,1224.07676
38-21,321756,4382936,1224.22916
38-21,321756,4382936,1225.44836
38-21,321756,4382936,1227.42956
38-21,321756,4382936,1223.61956
38-21,321756,4382936,1230.93476
38-21,321756,4382936,1222.70516
38-21,321756,4382936,1222.85756
38-21,321756,4382936,1223.00996
38-21,321756,4382936,1223.16236
38-21,321756,4382936,1223.31476
38-21,321756,4382936,1223.46716
38-21,321756,4382936,1221.63836
38-21,321756,4382936,1221.79076
38-21,321756,4382936,1221.94316
38-21,321756,4382936,1222.09556
38-21,321756,4382936,1222.24796
38-21,321756,4382936,1222.40036
38-21,321756,4382936,1222.55276
38-21,321756,4382936,1225.60076
38-21,321756,4382936,1225.90556
38-21,321756,4382936,1225.75316
38-21,321756,4382936,1226.05796
38-21,321756,4382936,1226.21036
38-21,321756,4382936,1226.36276
38-21,321756,4382936,1217.06636
38-21,321756,4382936,1217.21876
38-21,321756,4382936,1217.37116
38-21,321756,4382936,1217.52356
38-21,321756,4382936,1217.67596
38-21,321756,4382936,1217.82836
44-21,321973,4383844,1150.1628
38-21,321756,4382936,1230.32516
38-21,321756,4382936,1228.95356
38-21,321756,4382936,1229.10596
38-21,321756,4382936,1229.25836
38-21,321756,4382936,1228.80116
38-21,321756,4382936,1229.41076
38-21,321756,4382936,1228.64876
38-21,321756,4382936,1216.91396
38-21,321756,4382936,1229.56316
38-21,321756,4382936,1220.87636
38-21,321756,4382936,1221.02876
38-21,321756,4382936,1221.18116
38-21,321756,4382936,1221.33356
38-21,321756,4382936,1221.48596
38-21,321756,4382936,1231.08716
38-21,321756,4382936,1231.23956
38-21,321756,4382936,1231.39196
38-21,321756,4382936,1218.13316
38-21,321756,4382936,1217.98076
38-21,321756,4382936,1218.74276
38-21,321756,4382936,1218.59036
38-21,321756,4382936,1218.28556
38-21,321756,4382936,1218.43796
38-21,321756,4382936,1228.19156
38-21,321756,4382936,1227.73436
38-21,321756,4382936,1228.34396
38-21,321756,4382936,1228.49636
38-21,321756,4382936,1227.58196
38-21,321756,4382936,1227.88676
38-21,321756,4382936,1228.03916
38-21,321756,4382936,1219.96196
38-21,321756,4382936,1220.11436
38-21,321756,4382936,1220.26676
38-21,321756,4382936,1220.41916
38-21,321756,4382936,1220.57156
38-21,321756,4382936,1220.72396
38-21,321756,4382936,1230.17276
38-21,321756,4382936,1229.86796
38-21,321756,4382936,1229.71556
38-21,321756,4382936,1230.02036
38-21,321756,4382936,1231.54436
38-21,321756,4382936,1219.80956
38-21,321756,4382936,1215.99956
38-21,321756,4382936,1216.15196
38-21,321756,4382936,1216.30436
38-21,321756,4382936,1216.45676
38-21,321756,4382936,1216.60916
38-21,321756,4382936,1216.76156
38-21,321756,4382936,1213.25636
38-21,321756,4382936,1213.40876
38-21,321756,4382936,1213.56116
38-21,321756,4382936,1213.71356
38-21,321756,4382936,1213.86596
38-21,321756,4382936,1215.23756
38-21,321756,4382936,1215.38996
38-21,321756,4382936,1215.54236
38-21,321756,4382936,1215.69476
38-21,321756,4382936,1215.84716
38-21,321756,4382936,1215.08516
38-21,321756,4382936,1209.44636
38-21,321756,4382936,1209.59876
38-21,321756,4382936,1209.75116
38-21,321756,4382936,1209.90356
38-21,321756,4382936,1210.05596
38-21,321756,4382936,1210.20836
38-21,321756,4382936,1213.10396
38-21,321756,4382936,1214.01836
38-21,321756,4382936,1218.89516
38-21,321756,4382936,1219.04756
38-21,321756,4382936,1219.19996
38-21,321756,4382936,1219.35236
38-21,321756,4382936,1219.50476
38-21,321756,4382936,1219.65716
44-21,321973,4383844,1150.0104
38-21,321756,4382936,1207.76996
38-21,321756,4382936,1208.07476
38-21,321756,4382936,1207.92236
38-21,321756,4382936,1207.61756
38-21,321756,4382936,1207.46516
38-21,321756,4382936,1211.27516
38-21,321756,4382936,1211.42756
38-21,321756,4382936,1211.57996
38-21,321756,4382936,1211.73236
38-21,321756,4382936,1211.88476
38-21,321756,4382936,1212.03716
38-21,321756,4382936,1209.29396
38-21,321756,4382936,1212.18956
38-21,321756,4382936,1211.12276
38-21,321756,4382936,1212.34196
38-21,321756,4382936,1212.49436
38-21,321756,4382936,1212.64676
38-21,321756,4382936,1212.79916
38-21,321756,4382936,1212.95156
38-21,321756,4382936,1214.17076
38-21,321756,4382936,1214.32316
38-21,321756,4382936,1214.47556
38-21,321756,4382936,1214.62796
38-21,321756,4382936,1214.78036
38-21,321756,4382936,1214.93276
38-21,321756,4382936,1205.48396
38-21,321756,4382936,1205.63636
38-21,321756,4382936,1205.78876
38-21,321756,4382936,1205.94116
38-21,321756,4382936,1206.09356
38-21,321756,4382936,1206.24596
38-21,321756,4382936,1208.22716
38-21,321756,4382936,1210.36076
38-21,321756,4382936,1210.51316
38-21,321756,4382936,1210.66556
38-21,321756,4382936,1210.81796
38-21,321756,4382936,1210.97036
38-21,321756,4382936,1203.65516
38-21,321756,4382936,1203.80756
38-21,321756,4382936,1203.95996
38-21,321756,4382936,1204.11236
38-21,321756,4382936,1204.26476
38-21,321756,4382936,1204.41716
38-21,321756,4382936,1205.33156
38-21,321756,4382936,1199.69276
38-21,321756,4382936,1199.84516
38-21,321756,4382936,1199.99756
38-21,321756,4382936,1200.14996
38-21,321756,4382936,1200.30236
38-21,321756,4382936,1200.45476
38-21,321756,4382936,1197.71156
38-21,321756,4382936,1197.86396
38-21,321756,4382936,1198.01636
38-21,321756,4382936,1198.16876
38-21,321756,4382936,1198.32116
38-21,321756,4382936,1198.47356
38-21,321756,4382936,1203.50276
38-21,321756,4382936,1204.56956
38-21,321756,4382936,1204.72196
38-21,321756,4382936,1204.87436
38-21,321756,4382936,1205.02676
38-21,321756,4382936,1205.17916
38-21,321756,4382936,1201.67396
38-21,321756,4382936,1201.82636
38-21,321756,4382936,1201.97876
38-21,321756,4382936,1202.13116
38-21,321756,4382936,1202.28356
38-21,321756,4382936,1208.37956
38-21,321756,4382936,1208.83676
38-21,321756,4382936,1208.68436
38-21,321756,4382936,1208.53196
38-21,321756,4382936,1208.98916
38-21,321756,4382936,1209.14156
38-21,321756,4382936,1206.39836
38-21,321756,4382936,1199.54036
38-21,321756,4382936,1198.62596
38-21,321756,4382936,1206.55076
38-21,321756,4382936,1206.70316
38-21,321756,4382936,1206.85556
38-21,321756,4382936,1207.00796
38-21,321756,4382936,1207.16036
38-21,321756,4382936,1207.31276
38-21,321756,4382936,1195.88276
38-21,321756,4382936,1196.03516
38-21,321756,4382936,1196.18756
38-21,321756,4382936,1196.33996
38-21,321756,4382936,1196.49236
38-21,321756,4382936,1200.60716
38-21,321756,4382936,1200.75956
38-21,321756,4382936,1200.91196
38-21,321756,4382936,1201.06436
38-21,321756,4382936,1201.21676
38-21,321756,4382936,1201.36916
